washington 0.00159081
three 0.00114892
years 0.000972161
ago 8.83783e-05
candidate 0.000265135
joe 0.00106054
biden 0.00547945
boldly 8.83783e-05
predicted 8.83783e-05
once 0.000353513
defeated 0.000176757
donald 0.000265135
trump 0.000883783
republicans 0.00132567
an 0.00821918
epiphany 0.000265135
free 0.000441891
themselves 0.000176757
shackles 8.83783e-05
far 0.000176757
right 0.0012373
work 0.00106054
cooperatively 8.83783e-05
democrats 0.000618648
toward 0.000176757
consensus 0.000176757
fundamentally 8.83783e-05
change 0.000441891
white 0.000795404
house 0.00176757
joke 8.83783e-05
is 0.0150243
occur 8.83783e-05
among 0.00053027
republican 0.000795404
friends 0.000353513
said 0.00786567
may 0.00309324
14 0.000265135
2019 0.000353513
campaign 0.0012373
trail 0.000176757
hampshire 8.83783e-05
adding 0.000176757
were 0.0040654
too 0.000353513
intimidated 8.83783e-05
compromise 0.000176757
week 0.00106054
president 0.00344675
rolled 8.83783e-05
message 0.000441891
labeling 8.83783e-05
gop 0.000795404
maga 0.000618648
party 0.00176757
tying 8.83783e-05
ex 0.000353513
s 0.0185594
controversial 8.83783e-05
brand 8.83783e-05
politics 0.000441891
election 0.000618648
attack 0.000353513
designed 0.000265135
activate 8.83783e-05
disillusioned 8.83783e-05
persuade 8.83783e-05
independents 0.000176757
radical 8.83783e-05
hold 0.000441891
power 0.000972161
america 0.00053027
great 0.000176757
again 0.000353513
wednesday 0.00106054
democratic 0.000353513
national 0.000883783
committee 0.000353513
fundraiser 0.000176757
carrying 8.83783e-05
same 0.000707026
speeches 8.83783e-05
throughout 0.000441891
re 0.00114892
most 0.000707026
extreme 8.83783e-05
run 0.000441891
show 0.000883783
rhetoric 0.000176757
attempt 8.83783e-05
sharpen 8.83783e-05
indictment 0.000176757
ahead 8.83783e-05
midterm 8.83783e-05
lose 8.83783e-05
control 0.000441891
senate 0.000883783
comes 0.000176757
maintains 8.83783e-05
firm 0.000441891
grip 0.000176757
wielding 0.000176757
influence 0.000353513
conservative 0.000176757
voters 0.000265135
purge 8.83783e-05
critics 0.000265135
using 0.000176757
endorsements 0.000176757
2022 0.00238621
primaries 8.83783e-05
exact 8.83783e-05
revenge 8.83783e-05
considers 8.83783e-05
disloyal 8.83783e-05
grasping 8.83783e-05
political 0.000972161
strategy 0.000265135
desperate 8.83783e-05
sen 0.000441891
john 0.00053027
kennedy 8.83783e-05
r 0.00114892
la 0.000176757
poll 0.000176757
numbers 0.000353513
particularly 8.83783e-05
are 0.00441891
journey 8.83783e-05
center 0.00132567
earth 0.000176757
i 0.00636323
trying 0.000353513
narrative 0.000353513
allies 0.000265135
pessimism 8.83783e-05
45 8.83783e-05
veteran 0.000176757
built 0.000265135
identity 0.000176757
cross 8.83783e-05
cooperation 8.83783e-05
finding 8.83783e-05
common 0.000265135
ground 0.000441891
searing 8.83783e-05
opposition 0.000265135
agenda 0.000353513
tackle 8.83783e-05
major 0.000176757
economic 0.000441891
problems 0.000176757
rising 8.83783e-05
costs 0.000265135
child 0.000795404
care 0.000353513
college 0.000353513
tuition 8.83783e-05
prescription 8.83783e-05
drugs 0.000176757
climate 0.000176757
health 0.000883783
access 0.000441891
faces 0.000353513
unanimous 8.83783e-05
has 0.00450729
been 0.00265135
stymied 8.83783e-05
50 0.000353513
voting 0.000176757
rights 0.000441891
push 8.83783e-05
ran 0.000265135
headlong 8.83783e-05
unified 0.000176757
filibuster 8.83783e-05
over 0.00212108
36 8.83783e-05
senator 0.000265135
few 0.000176757
senators 8.83783e-05
committed 0.000176757
bipartisanship 0.000176757
building 0.000618648
real 0.000176757
personal 8.83783e-05
relationships 8.83783e-05
working 0.000618648
across 0.00106054
aisle 8.83783e-05
former 0.000707026
chris 0.000265135
coons 0.000176757
d 0.00114892
del 8.83783e-05
friend 0.00114892
successor 8.83783e-05
am 0.000353513
struggling 0.00053027
really 0.000353513
quite 0.000176757
statement 0.00159081
adviser 0.000353513
requested 8.83783e-05
anonymity 8.83783e-05
discuss 0.000176757
thinking 0.000353513
emphasized 8.83783e-05
nbc 0.000176757
news 0.00503756
wasn 0.000441891
t 0.0048608
giving 8.83783e-05
where 0.00159081
possible 0.000441891
citing 0.000176757
bipartisan 0.000265135
infrastructure 0.000883783
law 0.000618648
u 0.00159081
china 0.000176757
competition 8.83783e-05
package 8.83783e-05
examples 8.83783e-05
based 8.83783e-05
view 0.000265135
taken 0.000795404
sharp 0.000176757
turn 0.000265135
hard 0.000265135
evoking 8.83783e-05
rick 0.000176757
scott 0.00053027
fla 0.000265135
elites 0.000176757
waging 8.83783e-05
culture 0.000176757
wars 0.000176757
against 0.00114892
disney 0.000176757
seeking 0.000176757
ban 0.000265135
books 8.83783e-05
attempting 0.000353513
outlaw 8.83783e-05
abortion 0.000176757
added 0.00053027
argue 8.83783e-05
ted 8.83783e-05
cruz 8.83783e-05
texas 0.000618648
rep 0.00114892
marjorie 8.83783e-05
taylor 8.83783e-05
greene 8.83783e-05
ga 8.83783e-05
matt 8.83783e-05
gaetz 8.83783e-05
another 0.00159081
example 0.000265135
cited 0.000265135
primary 0.000176757
west 8.83783e-05
virginia 0.000176757
alex 8.83783e-05
mooney 8.83783e-05
david 0.000618648
mckinley 8.83783e-05
voted 0.000353513
was 0.0102519
criticized 0.000176757
yet 0.000441891
unclear 8.83783e-05
emphasis 8.83783e-05
enough 0.000176757
save 0.000176757
heavy 0.000265135
losses 0.000176757
midterms 0.000176757
off 0.0012373
ballot 8.83783e-05
banned 8.83783e-05
twitter 0.000795404
facebook 0.000176757
recent 0.000707026
governor 0.000176757
race 0.000353513
unsuccessfully 8.83783e-05
sought 0.000265135
tie 8.83783e-05
glenn 0.000176757
youngkin 8.83783e-05
reveals 8.83783e-05
limitations 8.83783e-05
such 0.000353513
took 0.000441891
pointed 8.83783e-05
aim 0.000176757
chair 8.83783e-05
arm 8.83783e-05
proposing 8.83783e-05
ultra 0.000176757
calls 0.000265135
raising 8.83783e-05
federal 0.00106054
income 0.000353513
taxes 0.000176757
half 0.000353513
americans 0.00106054
sunsetting 8.83783e-05
laws 8.83783e-05
five 0.000618648
tantamount 8.83783e-05
eliminating 0.000176757
medicare 8.83783e-05
social 0.000353513
security 0.00053027
beyond 0.000265135
pale 8.83783e-05
while 0.00176757
third 0.000441891
electorate 8.83783e-05
politicians 8.83783e-05
got 0.000883783
fight 0.000176757
case 0.0012373
strongly 8.83783e-05
simply 8.83783e-05
observing 8.83783e-05
reality 0.000176757
sadly 8.83783e-05
state 0.00238621
level 0.000265135
under 0.00106054
thrall 8.83783e-05
views 8.83783e-05
positions 0.000176757
difficult 0.000176757
top 0.000353513
embracing 8.83783e-05
label 8.83783e-05
m 0.00229783
proud 8.83783e-05
elise 8.83783e-05
stefanik 8.83783e-05
n 0.000265135
y 8.83783e-05
whose 0.000265135
loyalty 8.83783e-05
boosted 8.83783e-05
leadership 0.000176757
position 0.000265135
number 0.00053027
replacing 8.83783e-05
liz 0.000707026
cheney 8.83783e-05
wyo 8.83783e-05
asked 0.00053027
minority 8.83783e-05
whip 8.83783e-05
thune 8.83783e-05
going 0.000883783
hot 0.000176757
bad 0.000265135
hand 0.000441891
play 0.000265135
best 0.000265135
start 8.83783e-05
counter 8.83783e-05
punching 0.000176757
attacking 8.83783e-05
don 0.00185594
works 8.83783e-05
collectively 8.83783e-05
lot 0.000707026
fit 8.83783e-05
description 0.000353513
certainly 0.000176757
marks 8.83783e-05
break 0.000265135
longstanding 8.83783e-05
approach 0.000176757
drew 8.83783e-05
own 0.000618648
share 0.000265135
criticism 0.000176757
within 0.000265135
2020 0.000707026
predictions 8.83783e-05
accusing 8.83783e-05
naivete 8.83783e-05
nature 0.000265135
progressive 0.000176757
strategist 8.83783e-05
max 8.83783e-05
berger 0.000176757
pleased 8.83783e-05
move 0.000265135
vision 0.000176757
though 0.000176757
wouldn 0.000441891
easy 8.83783e-05
transition 8.83783e-05
big 0.000618648
step 8.83783e-05
direction 0.000176757
pivot 8.83783e-05
talk 0.000265135
achieve 8.83783e-05
46 8.83783e-05
old 0.00247459
professional 0.000265135
golfer 8.83783e-05
philanthropist 8.83783e-05
author 0.000265135
tiger 0.000707026
woods 0.000883783
opening 8.83783e-05
shared 0.000353513
update 0.000265135
conference 0.000707026
riviera 8.83783e-05
country 0.000972161
club 0.000441891
current 0.000265135
status 0.000176757
following 0.000441891
february 8.83783e-05
2021 0.00150243
car 0.00185594
crash 8.83783e-05
led 0.00053027
serious 0.000353513
injuries 0.000441891
revealed 0.000176757
without 0.00106054
cbd 0.00114892
after 0.00415378
involved 0.000441891
accident 8.83783e-05
set 0.000353513
safest 8.83783e-05
potent 8.83783e-05
form 0.000265135
legal 0.000353513
medicinal 8.83783e-05
cannabis 8.83783e-05
product 0.000707026
treating 0.000176757
wide 8.83783e-05
range 8.83783e-05
diseases 0.000353513
mental 0.000353513
disorders 0.000176757
arthritis 0.000265135
conditions 0.000353513
had 0.0020327
